1	11	7
1	368	10
1	411	7
1	1150	6
2	1035	7
3	597	9
3	812	7
3	1817	8
5	38	23
5	41	12
5	60	8
5	69	8
5	170	11
5	228	11
5	766	35
5	1107	19
5	1303	10
5	1590	6
5	1638	9
7	669	7
7	1648	7
10	54	36
10	320	9
10	344	20
10	765	6
10	1085	7
10	1193	8
10	1195	6
10	1314	7
10	1367	10
10	1487	32
10	1703	8
10	1821	6
12	1484	6
12	1568	7
13	464	8
13	1696	6
14	45	7
14	76	15
14	77	9
14	96	6
14	262	11
14	293	23
14	455	164
14	526	19
14	671	7
14	700	62
14	763	155
14	767	8
14	796	9
14	838	26
14	856	8
14	1006	7
14	1026	16
14	1115	12
14	1116	9
14	1117	12
14	1120	9
14	1125	6
14	1212	169
14	1306	8
14	1350	10
14	1359	18
14	1410	19
14	1452	13
14	1549	8
14	1570	6
14	1633	11
15	21	21
15	22	21
15	27	9
15	170	15
15	771	7
15	1015	8
19	278	8
21	22	17
21	27	10
21	50	9
21	139	6
21	170	24
21	174	7
21	248	13
21	294	6
21	295	13
21	466	9
21	473	6
21	684	9
21	988	7
21	1027	7
21	1107	12
21	1476	8
21	1579	7
21	1663	6
22	15	56
22	21	117
22	72	77
22	170	153
22	294	29
22	295	31
22	365	16
22	654	7
27	21	75
27	41	13
27	58	177
27	72	6
27	127	13
27	178	8
27	207	16
27	283	6
27	531	6
27	559	23
27	567	16
27	771	204
27	868	7
27	925	172
27	939	10
27	1017	6
27	1126	14
27	1230	11
27	1267	8
27	1274	6
27	1410	27
27	1431	6
30	455	6
30	590	14
30	1394	7
30	1523	6
30	1675	12
31	147	11
31	223	6
31	267	8
31	293	13
31	338	9
31	350	7
31	453	8
31	501	8
31	716	9
31	723	42
31	757	7
31	791	10
31	850	8
31	860	6
31	1242	8
31	1322	10
31	1652	9
31	1734	14
31	1741	8
32	246	8
32	564	7
32	701	7
32	883	8
32	893	16
32	1028	7
32	1099	10
32	1130	9
32	1171	10
32	1285	9
32	1529	7
32	1531	8
32	1593	12
32	1795	8
32	1808	7
34	649	7
35	38	6
36	273	6
37	688	8
38	52	11
38	766	11
38	1094	10
38	1367	7
38	1602	47
38	1611	13
38	1681	10
38	1772	8
41	446	7
42	311	10
42	402	14
42	668	7
42	685	12
42	851	7
42	1303	13
43	1394	6
46	552	6
46	1641	8
