798
9515
193,128,1
536,651,4
606,300,1
607,125,3
368,170,2
705,237,1
237,515,1
620,420,4
199,767,1
438,605,1
151,120,1
625,487,4
476,311,1
478,477,3
32,607,1
568,513,3
607,416,2
420,478,2
774,773,5
245,367,4
103,65,2
145,609,1
510,93,1
103,214,1
37,548,2
767,780,2
769,165,1
7,29,1
659,658,2
753,763,1
751,504,2
93,766,2
538,797,1
79,447,1
172,243,1
160,747,2
747,609,1
395,340,3
570,426,1
309,390,3
493,425,1
249,566,3
214,380,3
566,193,2
574,566,7
200,474,3
8,749,1
171,75,1
705,540,1
413,489,3
530,417,1
314,719,6
53,212,4
180,276,2
366,261,1
4,776,1
540,714,1
616,96,1
303,284,1
288,75,1
499,713,2
533,264,1
674,120,1
347,680,2
527,526,2
282,537,5
544,380,1
193,66,4
506,507,2
749,77,1
127,457,1
143,372,5
259,363,5
478,125,1
26,610,3
298,271,1
193,243,3
130,708,14
38,453,3
421,451,2
765,788,1
179,177,2
93,459,1
701,12,2
739,425,2
558,623,6
481,425,1
64,255,3
438,569,2
630,13,3
499,573,2
569,476,6
455,522,9
705,491,1
582,51,1
401,434,10
164,104,1
516,453,1
794,35,1
478,584,1
705,388,2
101,563,1
508,539,2
728,438,2
253,201,1
111,735,2
239,266,2
206,193,3
358,396,3
290,164,1
367,438,1
540,384,2
78,63,4
465,458,1
780,775,1
740,120,1
529,513,5
177,225,1
626,519,1
453,569,1
573,728,1
44,10,2
211,523,1
474,475,5
748,434,1
333,261,2
635,684,1
101,88,1
449,751,1
485,249,11
512,459,1
38,635,13
522,188,2
560,455,5
134,174,1
543,262,2
357,319,1
242,113,2
6,372,9
446,127,2
569,488,3
695,632,1
274,180,2
371,540,1
511,556,2
494,474,3
117,613,1
632,695,2
708,628,1
291,294,2
473,93,4
557,751,3
350,245,1
223,9,1
65,123,1
284,131,1
144,630,3
236,132,1
327,223,1
778,553,2
193,223,1
402,469,1
123,282,1
87,703,1
71,218,2
643,493,3
771,288,3
130,680,2
312,699,1
520,96,1
424,405,1
317,182,1
446,522,4
175,200,1
503,559,2
730,401,1
144,788,1
697,584,1
476,473,1
38,368,2
222,237,1
624,506,39
725,154,11
526,421,2
430,510,1
751,713,2
164,174,6
192,191,2
47,371,1
299,573,2
107,44,1
566,568,1
330,261,1
3,249,2
461,621,1
631,625,1
245,438,1
176,739,1
193,539,1
284,143,2
168,327,1
478,548,18
65,66,4
127,775,1
607,521,1
130,159,1
520,523,8
153,38,1
338,26,3
199,28,1
182,171,6
172,405,1
38,410,2
766,53,1
713,143,1
346,416,1
206,76,3
263,255,1
548,351,1
203,710,5
475,125,2
702,748,1
498,438,1
512,312,1
280,236,2
506,524,3
177,548,10
548,573,2
508,82,5
459,446,1
186,730,1
209,298,1
6,449,1
85,456,13
161,40,19
237,253,1
110,117,2
95,739,1
388,769,1
289,332,1
721,193,1
62,75,1
190,28,1
119,110,1
199,214,1
455,104,5
557,748,2
706,38,9
523,548,2
412,445,2
714,749,3
596,455,8
330,786,2
792,515,1
422,194,1
119,576,13
416,791,1
680,548,1
708,35,3
425,79,1
175,127,2
32,231,4
142,364,1
572,481,1
535,751,1
368,143,1
222,62,5
57,698,1
345,515,1
445,264,1
417,158,1
117,445,1
381,325,3
190,555,1
193,453,1
123,516,2
144,143,1
17,151,3
364,362,1
574,397,2
631,676,2
79,102,1
596,60,8
357,576,8
510,38,1
548,14,1
185,544,2
168,434,3
585,6,2
708,308,2
512,631,1
220,510,1
38,548,7
573,574,7
477,457,3
188,540,4
471,175,3
475,40,1
93,665,4
396,792,1
391,733,4
512,661,1
346,311,3
474,480,3
510,482,1
243,165,2
389,390,6
394,225,1
696,609,3
318,123,1
9,159,8
68,766,1
548,672,1
191,85,1
574,672,3
422,445,2
705,567,10
333,334,2
511,535,1
706,155,1
708,573,3
513,569,2
753,156,1
436,152,2
421,204,1
539,569,2
540,790,2
706,10,13
374,164,3
85,191,2
309,186,1
237,404,3
554,86,6
421,93,5
702,38,2
425,26,1
490,560,3
770,670,7
548,695,2
199,421,1
522,539,2
151,285,7
369,582,1
558,592,1
460,667,4
623,774,10
701,793,2
117,401,2
193,417,1
123,544,1
579,96,1
514,445,2
92,721,2
473,708,1
130,434,4
22,140,2
577,347,1
16,53,2
514,300,1
199,540,5
93,57,1
371,395,8
98,721,1
425,451,2
434,751,4
225,210,15
515,315,1
558,127,1
540,697,1
548,177,5
767,783,1
167,709,4
709,130,3
713,327,8
538,794,1
522,423,1
708,462,10
370,720,2
103,149,1
572,525,2
463,705,1
315,540,1
731,148,1
53,49,2
147,180,3
521,455,1
707,44,2
783,50,1
440,165,2
548,708,1
256,460,16
425,459,3
557,530,2
9,4,1
622,72,1
413,573,1
612,102,3
632,668,1
483,42,1
781,751,1
218,261,1
716,4,1
203,91,1
501,402,1
193,65,5
127,456,2
570,705,7
203,40,2
723,721,1
145,119,15
735,30,1
503,586,2
40,234,4
792,793,1
705,200,1
65,297,1
288,142,3
273,180,6
753,708,1
771,485,10
540,318,1
643,63,1
40,8,1
23,193,2
226,463,1
192,195,7
780,508,1
547,475,2
678,487,5
93,29,1
365,792,1
719,249,5
560,606,2
705,411,3
192,370,1
177,226,2
626,481,9
510,126,1
370,533,1
98,714,1
461,682,2
318,781,3
119,751,25
235,453,8
453,262,2
558,411,1
174,416,1
547,134,2
585,479,1
197,769,1
309,711,1
370,503,2
487,632,2
110,397,1
493,507,3
93,705,1
775,127,1
318,766,1
284,570,1
214,447,2
395,371,1
570,79,1
510,570,2
438,311,1
557,195,1
523,127,2
93,668,3
624,770,6
622,411,3
52,300,1
665,659,1
705,590,1
722,420,4
299,509,1
214,8,1
161,508,1
713,703,3
218,199,1
493,63,1
223,362,1
557,630,15
426,8,1
501,596,1
250,67,1
199,237,1
555,93,3
721,373,1
354,374,26
373,522,3
299,667,3
372,434,2
549,567,3
661,665,1
564,740,1
321,16,3
194,286,1
235,694,2
680,585,4
520,402,1
460,509,8
579,625,4
193,222,2
568,510,1
566,665,1
516,102,3
493,643,1
421,486,1
249,231,5
446,523,1
503,558,1
490,667,1
571,670,1
753,791,1
458,125,1
539,188,6
189,38,2
93,616,1
89,703,3
553,8,4
211,140,1
753,790,1
35,346,3
231,297,3
236,329,1
40,484,7
188,164,3
210,273,1
767,16,6
534,211,1
478,549,2
193,651,3
747,236,2
179,584,2
481,459,1
129,226,1
234,88,8
253,236,3
465,420,3
234,235,7
720,670,7
771,554,4
586,535,1
543,455,13
410,705,5
555,509,2
314,293,1
548,574,1
200,388,2
560,484,22
29,127,1
472,516,1
460,93,5
333,297,4
445,619,2
651,652,1
216,521,1
678,679,4
111,404,1
61,703,2
119,105,1
543,539,3
583,734,1
52,38,1
270,149,2
458,477,1
701,399,2
488,402,1
706,39,4
70,582,4
716,76,1
627,603,1
791,610,4
518,734,12
42,175,4
564,460,1
226,577,2
48,788,1
13,798,1
216,214,1
14,9,4
273,113,1
460,481,2
730,451,3
192,203,1
489,578,1
288,790,1
142,284,1
165,749,1
748,114,1
74,65,1
165,790,4
3,71,3
574,434,2
631,679,1
67,792,6
672,662,1
769,747,3
788,792,1
456,257,1
93,212,1
405,328,2
478,630,14
139,276,1
88,460,38
571,265,1
165,584,1
478,513,1
193,663,2
650,635,1
607,506,1
69,65,2
708,309,2
512,584,1
264,425,1
749,779,1
370,428,6
22,301,1
153,434,1
393,611,1
50,538,5
234,207,1
453,623,1
680,445,2
609,265,1
93,664,2
276,424,1
479,739,1
79,421,1
67,485,3
735,540,4
348,458,1
139,376,4
515,158,1
676,536,2
792,53,1
711,730,1
158,238,1
200,416,4
579,534,1
119,303,1
548,673,1
788,144,1
458,543,10
683,458,2
260,297,5
468,577,2
716,402,11
703,148,1
356,257,1
506,370,2
714,703,4
734,570,20
293,304,2
60,541,12
481,560,1
299,739,3
193,100,1
127,471,2
535,556,8
539,425,1
198,262,1
680,513,2
38,479,6
520,426,3
123,709,2
455,258,6
421,446,2
9,564,1
532,458,1
69,396,2
396,236,2
752,2,1
456,607,2
372,226,4
690,200,1
193,416,1
107,102,1
236,258,1
193,91,6
630,445,1
188,253,2
525,26,2
415,438,1
680,93,4
473,705,9
774,763,1
101,541,1
63,721,1
500,93,2
547,284,1
474,560,1
484,457,1
557,442,1
226,619,4
699,38,16
438,14,1
167,708,4
518,667,1
315,305,1
708,440,4
182,3,4
457,512,1
415,421,1
153,319,1
586,559,4
389,574,46
572,526,18
9,472,2
319,255,1
177,530,2
731,151,1
517,624,8
555,453,3
189,42,1
1,226,1
389,397,36
564,573,1
195,434,4
548,630,2
128,361,1
20,175,5
193,175,1
631,487,1
464,465,2
82,544,5
67,140,1
473,421,1
200,555,2
20,286,13
705,530,2
532,177,1
65,236,2
708,530,2
14,167,14
731,566,1
345,12,2
570,607,2
38,699,1
177,659,8
555,623,1
463,548,2
506,505,2
749,75,1
347,731,2
350,174,2
763,758,1
193,241,3
363,289,1
165,123,1
421,449,1
481,318,4
522,572,1
198,253,1
368,200,4
792,794,1
568,705,3
329,243,2
607,94,3
373,26,3
483,738,1
453,82,1
553,188,4
679,676,2
317,172,7
442,421,1
206,442,1
211,96,3
643,79,1
207,20,1
779,703,1
709,434,1
747,3,4
451,478,8
527,705,8
70,372,1
560,558,8
54,792,1
791,445,1
465,447,1
585,478,2
548,214,2
508,507,10
741,707,1
244,301,3
314,463,1
226,189,1
557,177,5
723,313,3
172,209,1
210,284,2
627,115,1
713,499,20
72,453,1
751,143,2
609,674,1
16,764,1
186,708,3
483,282,1
411,553,5
472,553,1
237,791,1
110,95,5
458,708,5
792,156,1
333,260,3
782,507,1
569,494,1
596,785,1
722,564,11
744,4,1
487,93,1
765,754,1
68,582,1
734,611,3
402,14,1
699,748,27
721,372,1
309,781,1
708,630,7
748,587,2
731,703,2
792,311,1
165,317,42
38,5,6
4,125,1
783,245,2
455,420,1
259,329,2
49,301,1
501,230,1
127,380,1
596,469,2
317,180,6
503,553,1
119,284,1
456,520,21
643,380,2
40,199,1
540,236,1
500,465,2
47,396,1
237,214,1
126,399,2
571,526,15
199,705,2
417,540,2
22,218,5
117,72,1
745,791,2
608,521,1
439,464,1
442,441,1
49,361,1
571,455,8
70,193,1
291,180,18
609,145,1
93,96,1
221,171,3
421,569,16
389,177,1
193,650,1
159,117,1
73,460,2
607,523,1
763,793,1
12,345,1
624,449,14
225,394,3
465,411,1
68,192,3
572,720,1
377,598,7
263,249,2
674,288,2
512,651,1
312,481,1
510,452,2
707,746,2
445,667,5
622,453,1
713,495,2
698,29,1
228,236,1
440,462,1
506,522,1
416,510,3
54,288,1
536,479,1
314,405,1
397,733,2
6,455,1
159,123,1
216,667,1
159,751,1
316,179,1
368,630,1
792,248,4
280,396,3
509,226,5
449,491,2
216,522,6
678,676,3
458,587,3
20,470,1
705,730,1
706,181,2
458,474,3
483,20,2
265,425,3
449,388,1
38,214,1
65,212,2
798,748,1
626,463,1
455,507,2
630,399,13
425,60,2
479,497,1
338,775,1
548,701,6
373,783,1
512,635,1
457,380,8
734,530,4
630,796,2
465,351,1
142,285,5
330,69,5
758,13,1
151,81,3
615,652,1
107,125,1
749,710,2
182,585,1
26,237,9
559,453,4
504,159,1
144,538,6
93,211,2
40,449,24
719,259,2
425,521,1
69,90,1
150,245,1
478,518,1
597,596,1
785,426,6
733,20,1
36,228,2
680,577,2
82,102,9
599,591,4
512,585,2
35,36,2
509,101,1
456,79,4
22,290,1
760,29,3
462,421,1
484,421,3
128,241,1
127,539,1
440,707,8
667,680,2
266,67,2
200,195,1
453,767,3
720,522,4
703,723,1
449,548,1
548,460,5
313,21,1
65,628,1
63,193,4
450,134,1
250,17,2
781,584,2
521,425,1
371,696,2
134,372,2
708,793,2
357,373,5
678,625,1
418,475,3
705,565,1
722,621,6
116,748,1
190,175,12
707,451,3
493,501,2
458,623,8
132,236,1
133,181,11
65,775,1
470,286,3
402,86,3
792,766,1
566,548,1
680,627,1
626,499,8
554,84,73
203,14,1
77,553,1
243,769,1
783,301,1
531,188,1
770,668,1
754,399,2
630,282,4
541,491,1
579,584,1
123,708,4
783,338,2
93,484,1
221,303,4
667,445,2
226,199,2
210,576,7
725,239,8
250,193,1
69,395,3
507,722,1
623,768,2
481,499,1
338,412,1
231,171,3
235,44,1
92,723,2
282,119,56
529,222,1
312,547,1
16,55,3
37,463,4
719,231,2
705,445,2
245,364,1
463,421,1
746,707,1
504,42,2
98,460,6
268,149,1
197,9,1
740,611,1
554,714,1
465,705,8
525,507,1
175,710,2
415,666,3
372,144,1
72,204,1
241,747,7
319,280,1
177,311,1
159,609,1
456,622,5
358,705,1
586,556,40
572,527,1
422,610,3
43,347,1
560,79,2
485,194,1
119,390,1
452,413,1
345,410,1
792,18,3
280,294,1
67,254,1
308,252,1
200,477,2
351,318,6
209,273,1
731,436,1
313,116,1
458,560,4
460,102,28
412,193,3
413,312,1
342,134,7
289,266,1
631,678,1
527,572,13
635,193,1
651,548,3
468,728,1
765,606,1
39,307,1
5,177,5
214,93,5
411,445,2
240,166,1
421,127,1
562,623,1
193,240,1
766,791,1
445,474,1
526,93,1
175,49,2
507,513,1
71,128,2
364,142,1
729,397,1
151,280,1
630,145,1
500,510,2
420,458,2
235,123,1
60,102,1
499,574,3
524,661,1
374,322,5
705,465,1
315,144,2
723,783,1
705,488,2
413,739,1
197,92,1
667,505,1
560,592,6
705,409,7
103,102,2
280,259,9
560,559,4
244,8,1
468,425,4
410,422,1
582,194,1
519,705,1
473,495,1
284,790,1
626,691,2
333,255,4
559,561,18
674,285,2
493,505,1
333,80,1
543,493,6
713,498,16
38,751,2
510,568,6
43,327,1
501,569,4
193,703,25
578,579,1
318,478,1
195,401,1
338,376,4
548,619,1
4,713,13
665,657,1
195,318,1
694,772,1
610,707,1
458,596,1
241,172,12
792,268,1
223,340,8
501,594,1
527,428,1
638,609,1
52,76,1
449,40,8
553,690,1
40,539,42
203,121,2
313,521,2
612,235,1
600,498,4
498,567,1
249,395,1
85,128,1
565,315,1
783,244,1
625,96,2
725,69,1
566,671,1
438,766,3
165,30,2
593,595,1
61,93,1
445,510,1
446,521,5
51,91,1
472,388,1
456,521,4
177,442,12
535,309,2
297,319,1
481,458,1
65,267,1
624,659,1
127,93,2
36,772,1
231,243,1
92,667,4
40,486,1
560,749,2
387,347,8
173,182,3
582,18,1
16,127,1
510,9,3
499,312,2
63,667,1
559,262,1
734,701,5
451,445,1
127,768,1
206,177,3
204,230,1
329,330,3
456,84,1
55,84,1
448,345,1
663,661,1
745,338,2
512,541,2
425,113,1
315,376,1
561,64,1
48,29,2
266,172,2
485,56,1
452,311,3
312,482,3
2,610,1
96,265,1
336,280,1
65,766,1
564,720,1
567,479,1
219,117,4
111,67,4
745,29,4
391,741,1
195,508,2
713,639,3
107,792,1
574,568,34
186,729,2
560,486,4
29,125,1
357,336,4
413,478,1
574,651,5
748,650,2
195,282,1
512,200,1
569,9,4
161,562,1
668,459,1
680,734,2
228,338,2
449,411,1
503,200,4
17,703,8
557,745,1
282,557,1
341,14,1
65,68,3
690,612,1
530,134,1
606,421,1
454,182,1
158,22,5
423,745,1
155,119,5
377,459,3
143,734,2
38,256,2
363,171,1
596,490,5
302,349,3
302,373,1
123,680,2
197,353,2
145,462,1
460,705,16
535,282,8
119,414,1
457,93,6
19,706,1
259,211,1
794,740,1
127,200,2
391,470,2
69,200,1
421,587,1
16,91,1
272,245,4
165,630,3
63,703,7
513,438,1
197,165,1
456,481,12
205,666,2
172,485,3
745,445,2
174,367,1
177,441,1
713,223,4
1,203,3
393,609,2
302,204,1
529,573,1
93,662,4
525,521,2
177,667,4
766,167,1
713,313,1
676,651,2
555,586,2
422,746,3
524,455,1
416,428,1
548,461,1
767,731,2
38,567,3
20,38,1
6,17,1
47,719,5
318,299,1
125,775,1
509,680,2
423,248,1
321,402,15
708,794,1
199,667,1
237,222,5
705,351,1
119,371,1
752,745,1
475,518,1
4,784,1
702,203,1
133,180,1
427,411,2
85,203,5
621,265,2
624,563,1
60,543,1
706,9,2
445,211,2
455,520,1
303,245,2
251,172,2
472,175,3
713,706,8
535,558,3
203,1,2
497,300,1
703,372,2
751,126,1
38,477,10
541,490,1
415,451,1
536,662,8
539,201,2
734,793,2
544,161,3
107,203,1
491,40,4
128,317,1
187,723,1
545,713,1
416,174,2
734,7,2
478,449,1
182,453,1
607,428,1
371,396,2
299,452,1
486,79,1
422,468,3
98,607,16
63,723,1
