324	79	2
324	106	6
324	113	1
324	114	2
324	402	2
325	79	4
325	99	1
325	106	3
325	116	1
326	79	3
326	99	2
326	106	2
326	113	1
326	115	1
327	79	1
327	99	3
327	106	3
327	114	5
328	79	3
329	79	1
329	99	4
329	106	1
330	79	1
330	106	3
331	79	1
331	117	1
332	79	5
332	80	7
332	93	1
332	126	1
333	79	2
333	80	6
333	81	3
333	85	2
333	123	1
334	9	14
334	18	7
334	79	2
334	95	1
334	134	2
334	135	4
334	136	1
334	140	1
335	5	4
335	9	4
335	12	1
335	18	6
335	22	2
335	23	4
335	79	23
335	106	1
335	136	3
335	137	1
335	138	2
335	139	2
335	403	1
335	409	1
336	9	1
336	15	1
336	26	2
336	27	1
336	48	1
336	79	6
336	95	1
336	121	1
336	136	2
336	144	4
336	145	1
336	404	1
337	5	1
337	23	6
337	26	3
337	57	1
337	79	25
337	106	1
337	136	3
337	137	3
337	138	5
337	140	1
337	142	1
337	143	1
337	391	1
337	404	1
338	19	1
338	79	1
338	83	1
338	107	1
338	134	1
338	146	4
338	147	1
338	148	1
338	149	1
338	422	1
339	79	1
339	150	1
339	151	1
339	405	3
340	79	4
340	96	1
340	99	14
340	106	2
340	152	1
340	406	3
340	407	1
341	24	1
341	79	2
341	96	2
341	99	5
341	106	6
341	114	6
341	143	1
341	153	3
341	154	1
341	407	1
341	408	2
341	409	1
342	44	1
342	79	2
342	80	17
342	84	10
342	85	2
342	93	2
342	100	1
342	101	2
342	102	1
342	123	1
342	171	2
342	172	1
342	173	2
342	398	1
343	106	3
343	116	1
344	2	2
344	3	1
344	155	1
344	156	1
344	157	2
344	158	2
344	159	1
345	2	8
345	157	1
345	160	5
345	161	1
345	162	3
345	163	1
345	164	2
345	165	1
345	166	1
346	2	11
346	4	1
346	161	1
346	162	2
346	163	7
346	166	1
346	167	1
346	168	4
346	169	2
346	174	2
346	175	1
346	176	4
346	410	2
347	11	1
347	21	1
347	22	1
347	23	1
347	36	3
347	45	4
347	57	2
347	79	2
347	106	1
347	117	1
347	136	1
347	141	1
347	143	2
347	146	9
347	177	5
347	178	2
347	179	1
347	180	1
347	181	2
347	182	1
347	183	1
347	184	1
347	405	1
347	411	1
347	412	5
347	415	1
347	418	1
348	7	1
348	15	2
348	25	1
348	31	1
348	58	3
348	179	1
348	190	1
349	57	9
349	137	9
349	183	1
349	185	1
349	186	2
349	187	4
349	188	2
349	413	1
349	414	2
350	57	10
350	136	1
351	39	1
351	57	5
351	137	3
351	180	4
351	183	1
351	415	2
352	5	2
352	7	1
352	17	1
352	57	1
352	61	1
352	79	1
352	136	1
352	179	2
352	183	1
352	189	1
353	7	1
353	58	1
354	79	1
355	191	16
355	192	1
355	193	7
355	194	1
355	195	1
355	196	4
355	201	1
355	202	3
355	203	1
355	204	3
355	205	2
355	206	2
355	207	1
355	208	5
355	209	1
355	416	2
355	417	3
356	155	3
356	191	6
356	194	2
356	195	7
356	196	4
356	202	17
356	203	2
356	206	2
356	210	1
356	211	8
356	212	11
356	213	1
356	214	1
356	215	3
356	216	1
356	217	1
356	218	1
357	215	1
357	216	1
358	197	1
358	198	1
358	199	2
358	200	1
359	219	1
360	219	1
361	219	1
362	219	1
363	219	1
364	219	1
365	219	1
366	219	1
367	219	3
368	220	1
369	220	1
370	220	1
371	191	1
371	193	1
371	194	1
371	220	2
372	204	1
373	59	1
374	17	1
374	56	7
374	221	12
374	225	6
374	395	1
374	418	4
375	21	1
375	131	6
375	222	7
375	226	1
375	227	1
375	229	1
375	237	2
376	122	3
376	222	3
376	228	2
376	229	1
377	34	1
377	122	1
377	127	3
377	131	1
377	222	4
377	223	2
377	226	1
377	229	5
377	230	4
377	231	1
377	232	1
377	419	2
378	102	1
378	127	7
378	131	5
378	222	1
378	223	3
378	227	2
378	229	3
378	230	4
378	231	1
378	233	1
378	234	1
378	235	1
379	84	1
379	127	1
379	131	5
379	222	10
379	223	2
379	227	3
379	229	2
379	236	1
379	237	5
379	420	2
379	421	1
380	13	1
380	19	1
380	122	1
380	222	1
380	223	14
380	228	4
381	7	1
381	53	12
381	56	4
381	221	5
381	225	3
382	32	1
382	56	2
382	221	11
382	225	7
382	238	1
382	239	1
382	240	1
382	241	2
382	242	3
382	243	1
383	56	1
383	110	1
383	221	8
383	225	7
383	239	4
383	241	3
383	242	1
383	244	1
383	245	1
384	131	3
384	184	1
384	222	1
384	227	4
384	229	1
384	237	7
384	246	4
384	247	3
384	248	1
384	249	1
384	420	2
393	8	1
