79	1
81	79
81	80
81	93
81	122
81	129
81	130
81	131
81	385
123	44
123	79
123	127
123	133
124	7
124	11
124	79
124	132
125	79
125	223
234	79
274	7
274	14
274	15
274	34
274	51
274	124
274	393
275	7
275	15
275	19
275	27
275	35
275	36
275	37
275	38
275	40
275	93
300	6
300	7
300	10
300	11
300	12
300	20
300	22
300	32
300	41
300	71
300	72
300	73
300	79
300	391
300	403
303	7
303	106
304	79
304	80
304	81
304	84
304	93
304	101
304	104
304	170
305	79
305	80
305	81
305	83
305	85
305	86
305	87
305	88
305	89
305	90
305	91
305	92
305	93
305	94
305	95
305	96
305	97
305	98
305	396
305	397
305	401
306	79
306	80
306	81
307	79
307	80
307	81
307	128
308	79
308	80
308	81
308	100
308	123
309	79
309	80
309	81
309	85
309	93
309	96
309	99
309	104
309	105
309	106
309	107
309	399
309	400
309	405
310	80
310	81
310	84
310	99
310	101
310	102
310	104
310	105
310	123
310	128
310	398
311	79
311	80
311	84
311	123
312	79
313	79
313	80
313	81
313	84
313	85
313	99
313	123
314	79
314	82
314	83
314	93
314	100
314	110
314	111
314	118
314	119
314	120
314	121
314	408
315	79
315	93
315	110
315	111
315	119
315	120
315	393
316	79
317	79
318	79
318	93
318	110
318	111
318	120
319	79
319	93
319	112
320	79
320	111
320	120
321	79
321	93
321	110
321	111
322	79
322	110
322	111
323	79
323	99
323	106
323	402
324	57
324	79
324	106
324	113
324	114
324	402
325	79
325	99
325	106
325	116
326	79
326	99
326	106
326	113
326	115
327	79
327	99
327	106
327	114
328	79
329	79
329	99
329	106
330	79
330	106
331	79
331	117
332	79
332	80
332	93
332	126
333	79
333	80
333	81
333	85
333	123
334	9
334	18
334	79
334	95
334	134
334	135
334	136
334	140
335	5
335	9
335	12
335	18
335	22
335	23
335	79
335	106
335	136
335	137
335	138
335	139
335	403
335	409
336	9
336	15
336	26
336	27
336	48
336	79
336	95
336	121
336	136
336	144
336	145
336	404
337	5
337	23
337	26
337	57
337	79
337	106
337	136
337	137
337	138
337	140
337	142
337	143
337	391
337	404
338	19
338	79
338	83
338	107
338	134
338	146
338	147
338	148
338	149
338	422
339	79
339	150
339	151
339	405
340	79
340	96
340	99
340	106
340	152
340	406
340	407
341	24
341	79
341	96
341	99
341	106
341	114
341	143
341	153
341	154
341	407
341	408
341	409
342	44
342	79
342	80
342	84
342	85
342	93
342	100
342	101
342	102
342	123
342	171
342	172
342	173
342	398
347	11
347	21
347	22
347	23
347	36
347	45
347	57
347	79
347	106
347	117
347	136
347	141
347	143
347	146
347	177
347	178
347	179
347	180
347	181
347	182
347	183
347	184
347	405
347	411
347	412
347	415
347	418
352	5
352	7
352	17
352	57
352	61
352	79
352	136
352	179
352	183
352	189
354	79
393	8
