279
2	69
2	141
3	14
4	88
4	90
4	165
5	31
5	51
5	87
6	31
6	39
6	72
6	79
6	87
6	253
7	3
8	99
8	123
8	141
8	148
9	51
9	87
9	253
10	51
11	143
12	51
12	56
12	87
13	153
14	3
16	88
16	169
18	202
19	225
20	35
20	202
21	30
21	88
22	140
23	31
23	39
23	84
23	140
23	234
23	253
25	34
25	52
25	149
25	237
25	241
25	256
27	47
27	49
27	143
27	161
27	169
27	178
27	254
27	256
27	263
29	3
29	33
29	136
29	148
29	234
31	36
31	77
31	119
31	188
31	258
32	41
32	65
32	195
33	217
33	234
34	35
35	65
36	121
37	36
37	121
38	40
39	38
39	40
40	38
40	46
41	32
41	38
41	236
42	133
43	143
43	155
44	15
45	140
46	40
47	53
47	90
47	159
48	29
48	140
48	238
48	239
49	31
49	165
49	253
50	58
51	13
52	26
52	241
53	227
54	53
54	159
55	91
57	87
58	157
59	35
61	15
61	193
64	140
65	40
67	84
68	56
68	72
69	33
70	73
70	177
71	72
71	253
73	70
74	29
75	76
80	70
80	250
80	256
80	278
81	56
81	87
82	21
82	88
82	165
83	147
84	32
84	35
84	65
85	170
86	206
89	170
90	4
90	105
90	184
90	202
90	263
91	90
91	105
91	143
91	202
91	203
94	29
94	74
94	234
95	202
96	84
97	31
97	39
98	127
98	186
100	72
102	223
103	88
105	91
105	203
106	108
107	63
108	106
109	108
110	88
110	92
111	24
112	63
112	87
113	157
114	91
116	202
117	121
118	88
120	19
121	36
121	37
121	117
121	127
121	133
121	216
121	251
122	88
123	14
124	202
126	234
127	85
127	183
128	190
129	139
130	203
130	218
131	206
132	101
132	143
133	37
134	125
135	164
135	202
136	141
136	148
137	136
137	148
138	62
138	104
138	146
140	1
140	28
140	29
140	31
140	51
140	53
140	87
140	90
140	115
140	148
140	149
140	159
140	222
140	238
140	239
140	246
140	256
140	274
141	136
141	197
143	18
143	99
143	132
143	202
144	17
144	117
144	181
145	37
148	2
148	136
148	141
148	170
150	17
150	66
150	146
152	19
153	13
154	175
156	146
157	193
158	31
158	140
159	47
159	164
160	164
160	229
161	164
161	233
162	108
163	225
164	229
165	4
165	21
166	251
167	17
168	91
169	91
169	203
171	191
172	194
172	225
173	146
174	78
176	15
176	69
176	193
177	73
179	136
179	141
179	148
180	38
180	60
182	91
182	99
182	141
182	143
182	179
186	267
187	24
188	31
188	258
189	93
192	186
192	190
196	91
197	136
197	148
198	236
198	271
200	190
201	127
202	18
202	105
202	116
202	212
202	228
203	91
204	140
205	18
205	105
205	202
207	190
209	185
210	115
211	162
213	29
213	140
214	91
214	141
215	218
216	121
217	33
217	234
219	17
220	24
223	221
224	146
225	221
226	31
226	234
228	202
229	227
230	111
231	164
231	227
232	90
234	2
234	15
234	33
234	151
234	193
234	217
235	131
239	34
240	26
240	72
242	91
243	90
243	140
243	148
244	218
245	130
245	178
247	75
247	253
248	72
249	31
249	39
249	51
249	84
249	87
250	70
250	142
251	121
252	13
252	26
252	51
252	75
252	87
252	247
252	253
252	277
253	70
253	73
254	26
254	39
254	51
254	72
254	84
254	87
254	90
254	140
254	148
254	234
254	236
255	56
255	253
256	31
256	70
256	73
256	147
256	188
257	130
258	38
258	188
259	140
260	234
261	31
261	234
262	31
262	234
263	31
263	90
263	140
263	148
264	234
265	31
265	253
266	34
266	39
266	84
267	181
267	199
268	63
269	31
270	256
272	148
273	53
273	148
275	56
275	72
275	253
276	31
276	51
276	87
276	253
278	32
278	35
279	1
279	27
279	29
279	124
279	140
279	208
279	239
