1833
1	11
1	368
1	411
1	1150
2	1035
3	597
3	812
3	1817
5	38
5	41
5	60
5	69
5	170
5	228
5	766
5	1107
5	1303
5	1590
5	1638
7	669
7	1648
10	54
10	320
10	344
10	765
10	1085
10	1193
10	1195
10	1314
10	1367
10	1487
10	1703
10	1821
12	1484
12	1568
13	464
13	1696
14	45
14	76
14	77
14	96
14	262
14	293
14	455
14	526
14	671
14	700
14	763
14	767
14	796
14	838
14	856
14	1006
14	1026
14	1115
14	1116
14	1117
14	1120
14	1125
14	1212
14	1306
14	1350
14	1359
14	1410
14	1452
14	1549
14	1570
14	1633
15	21
15	22
15	27
15	170
15	771
15	1015
19	278
21	22
21	27
21	50
21	139
21	170
21	174
21	248
21	294
21	295
21	466
21	473
21	684
21	988
21	1027
21	1107
21	1476
21	1579
21	1663
22	15
22	21
22	72
22	170
22	294
22	295
22	365
22	654
27	21
27	41
27	58
27	72
27	127
27	178
27	207
27	283
27	531
27	559
27	567
27	771
27	868
27	925
27	939
27	1017
27	1126
27	1230
27	1267
27	1274
27	1410
27	1431
30	455
30	590
30	1394
30	1523
30	1675
31	147
31	223
31	267
31	293
31	338
31	350
31	453
31	501
31	716
31	723
31	757
31	791
31	850
31	860
31	1242
31	1322
31	1652
31	1734
31	1741
32	246
32	564
32	701
32	883
32	893
32	1028
32	1099
32	1130
32	1171
32	1285
32	1529
32	1531
32	1593
32	1795
32	1808
34	649
35	38
36	273
37	688
38	52
38	766
38	1094
38	1367
38	1602
38	1611
38	1681
38	1772
41	446
42	311
42	402
42	668
42	685
42	851
42	1303
43	1394
46	552
46	1641
50	21
50	27
50	170
50	365
50	1399
50	1528
50	1536
50	1664
53	41
53	72
53	170
53	228
53	702
53	766
53	1015
53	1302
53	1525
53	1605
54	86
54	344
54	872
54	1104
54	1289
54	1487
54	1683
54	1821
56	724
56	968
57	54
57	387
57	624
57	1082
57	1234
57	1314
57	1367
60	72
61	644
61	1353
61	1683
65	1195
68	1779
69	1611
69	1772
70	132
70	178
70	207
70	255
70	284
70	366
70	428
70	444
70	448
70	559
70	567
70	581
70	650
70	704
70	813
70	838
70	957
70	1017
70	1029
70	1230
70	1381
70	1459
70	1719
72	21
72	27
72	41
72	50
72	58
72	139
72	248
72	559
72	691
72	771
72	1015
72	1605
74	318
74	418
74	958
74	1394
77	14
79	1373
79	1802
80	391
81	746
82	1076
84	16
84	29
84	66
84	131
84	168
84	231
84	279
84	464
84	541
84	573
84	663
84	1810
85	70
85	132
85	313
85	650
85	1146
86	54
86	887
86	1182
87	636
88	583
89	1750
90	1460
92	1353
94	341
95	12
95	196
95	199
95	223
95	227
95	263
95	264
95	265
95	298
95	321
95	353
95	362
95	363
95	364
95	367
95	386
95	389
95	395
95	404
95	439
95	447
95	468
95	482
95	532
95	541
95	552
95	554
95	555
95	573
95	593
95	649
95	688
95	744
95	883
95	885
95	895
95	906
95	958
95	1000
95	1031
95	1034
95	1078
95	1106
95	1121
95	1133
95	1164
95	1240
95	1245
95	1255
95	1394
95	1451
95	1520
95	1534
95	1555
95	1671
95	1729
95	1739
95	1787
95	1789
95	1801
95	1804
95	1805
97	599
97	871
97	1158
97	1641
97	1780
99	1823
101	464
101	564
103	848
106	223
106	1143
106	1734
110	583
110	1636
116	120
116	318
116	645
116	731
116	814
116	894
116	1006
116	1089
116	1428
116	1774
116	1779
120	14
120	70
120	132
120	313
120	645
120	775
120	789
120	842
120	983
120	1128
120	1528
120	1553
121	446
122	1314
122	1602
127	1664
127	1757
128	226
128	1426
128	1476
132	70
132	85
132	120
132	139
132	144
132	156
132	277
132	284
132	294
132	295
132	313
132	676
132	684
132	688
132	690
132	726
132	743
132	880
132	1035
132	1090
132	1101
132	1146
132	1262
132	1397
132	1400
132	1480
132	1542
132	1593
132	1623
132	1663
132	1806
132	1822
133	700
133	757
133	1076
134	4
134	226
134	338
134	418
134	719
134	915
134	920
134	1311
134	1392
134	1457
134	1577
134	1766
134	1818
138	36
138	120
138	128
138	152
138	156
138	226
138	236
138	318
138	422
138	437
138	518
138	523
138	535
138	577
138	583
138	607
138	775
138	782
138	826
138	840
138	842
138	862
138	889
138	1037
138	1139
138	1174
138	1332
138	1400
138	1476
138	1553
138	1636
138	1663
138	1736
138	1765
138	1790
138	1821
138	1822
138	1828
142	134
142	155
142	1189
142	1448
142	1823
143	358
143	381
143	1663
144	2
144	4
144	75
144	134
144	156
144	166
144	290
144	404
144	690
144	740
144	915
144	920
144	1073
144	1146
144	1311
144	1394
144	1478
144	1512
144	1531
144	1541
144	1562
144	1654
144	1675
149	142
149	248
151	134
151	156
151	290
151	356
151	418
151	422
151	481
151	497
151	583
151	815
151	903
151	977
151	1022
151	1023
151	1084
151	1194
151	1375
151	1394
151	1457
151	1460
151	1675
152	134
152	142
152	156
152	236
152	496
152	719
152	993
152	1139
152	1208
152	1297
152	1339
152	1394
152	1800
155	248
155	1254
155	1394
156	248
156	273
156	318
161	1677
162	1394
164	113
164	229
164	389
164	463
164	554
164	1457
170	15
170	21
170	22
170	39
170	115
170	126
170	144
170	149
170	156
170	183
170	248
170	268
170	279
170	294
170	295
170	319
170	348
170	349
170	365
170	432
170	464
170	480
170	492
170	537
170	538
170	541
